obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
5110,35,technician,married,secondary,no,4508,yes,no,cellular,nov,854,1,0,unknown,1
5111,36,management,married,tertiary,no,0,no,no,cellular,aug,97,3,0,unknown,0
5112,52,management,married,primary,no,48,no,no,unknown,jun,135,2,0,unknown,0
5113,54,blue-collar,married,primary,no,10662,no,no,unknown,jun,256,1,0,unknown,0
5114,83,retired,married,tertiary,no,4761,no,no,telephone,mar,659,1,0,unknown,1
5115,55,blue-collar,married,secondary,no,3919,no,no,cellular,jul,26,2,0,unknown,0
5116,39,blue-collar,married,primary,no,163,yes,no,telephone,jul,192,5,0,unknown,0
5117,32,blue-collar,married,primary,no,410,yes,no,unknown,may,115,2,0,unknown,0
5118,43,admin.,divorced,secondary,no,15511,yes,no,unknown,jun,484,1,0,unknown,0
5119,28,student,single,tertiary,no,0,no,no,cellular,sep,294,2,7,other,1
5120,28,management,single,tertiary,no,890,yes,no,cellular,sep,201,1,0,unknown,1
5121,30,management,married,tertiary,no,6432,yes,no,cellular,may,334,6,5,failure,0
5122,35,blue-collar,married,unknown,no,53,no,no,unknown,jun,495,2,0,unknown,0
5123,53,retired,married,tertiary,no,1770,no,no,cellular,jan,147,1,0,unknown,0
5124,40,blue-collar,married,primary,no,104,yes,no,cellular,may,277,2,2,failure,0
5125,35,entrepreneur,married,secondary,no,1309,yes,no,cellular,nov,73,3,0,unknown,0
5126,43,services,single,secondary,no,550,yes,no,cellular,may,107,2,0,unknown,0
5127,57,entrepreneur,married,primary,no,6,yes,no,cellular,jul,126,6,0,unknown,0
5128,42,blue-collar,married,primary,no,-119,yes,no,cellular,jul,167,3,0,unknown,0
5129,34,admin.,divorced,secondary,no,67,yes,no,unknown,may,90,1,0,unknown,0
5130,41,technician,married,secondary,no,-1,no,yes,cellular,aug,406,2,0,unknown,0
5131,31,unemployed,single,tertiary,no,3252,no,no,cellular,nov,145,2,0,unknown,0
5132,33,housemaid,married,primary,no,0,no,no,cellular,aug,237,2,0,unknown,0
5133,27,entrepreneur,married,secondary,no,-36,no,yes,cellular,jul,120,10,0,unknown,0
5134,30,blue-collar,married,secondary,no,3,yes,yes,cellular,may,326,2,0,unknown,0
5135,35,technician,divorced,secondary,no,103,yes,no,cellular,jul,304,1,0,unknown,0
5136,36,management,divorced,tertiary,no,-978,yes,no,cellular,may,62,3,0,unknown,0
5137,31,self-employed,married,tertiary,no,1015,no,no,cellular,aug,112,2,0,unknown,0
5138,42,blue-collar,married,secondary,no,704,yes,no,telephone,jul,31,1,0,unknown,0
5139,35,services,married,secondary,no,-12,no,no,cellular,jul,83,4,0,unknown,0
5140,27,admin.,married,secondary,no,897,no,no,cellular,jun,397,1,0,unknown,1
5141,36,technician,divorced,secondary,no,69,yes,no,cellular,may,61,2,3,failure,0
5142,34,blue-collar,married,secondary,no,-304,yes,yes,unknown,jun,178,4,0,unknown,0
5143,28,technician,single,tertiary,no,-214,yes,no,unknown,may,140,3,0,unknown,0
5144,44,blue-collar,single,primary,no,1308,no,yes,unknown,jun,161,1,0,unknown,0
5145,49,management,married,tertiary,no,395,no,no,cellular,dec,336,5,0,unknown,1
5146,36,management,married,tertiary,no,4,no,yes,cellular,jul,261,6,0,unknown,0
5147,40,blue-collar,married,primary,no,60,no,no,cellular,nov,325,2,0,unknown,0
5148,71,retired,married,secondary,no,2850,no,no,cellular,feb,185,1,0,unknown,1
5149,38,self-employed,married,secondary,no,138,no,no,unknown,may,182,3,0,unknown,0
5150,31,admin.,married,secondary,no,314,yes,no,cellular,apr,279,1,0,unknown,0
5151,46,entrepreneur,married,secondary,no,4000,no,no,cellular,jul,251,3,0,unknown,0
5152,40,technician,married,secondary,no,192,no,no,cellular,aug,266,2,0,unknown,0
5153,37,technician,single,tertiary,no,1661,no,no,cellular,aug,199,5,0,unknown,0
5154,31,technician,single,tertiary,no,1798,yes,no,unknown,may,393,1,0,unknown,0
5155,32,self-employed,married,secondary,no,413,yes,no,cellular,jul,712,2,0,unknown,0
5156,33,services,married,secondary,no,0,yes,no,unknown,may,54,1,0,unknown,0
5157,27,entrepreneur,single,secondary,no,77,yes,yes,cellular,may,123,1,0,unknown,0
5158,53,technician,married,secondary,no,6831,no,no,cellular,may,1130,2,0,unknown,1
5159,30,technician,single,secondary,no,0,no,no,cellular,aug,173,4,1,failure,0
5160,54,management,divorced,tertiary,no,427,yes,yes,cellular,feb,85,2,2,other,0
5161,47,management,married,tertiary,no,2889,no,no,telephone,jul,259,12,0,unknown,0
5162,45,retired,divorced,secondary,no,1735,no,yes,unknown,jun,306,1,0,unknown,0
5163,30,technician,married,tertiary,no,1307,no,no,cellular,dec,248,6,0,unknown,0
5164,51,technician,single,tertiary,no,318,no,no,cellular,may,8,3,0,unknown,0
5165,55,services,divorced,primary,no,96,yes,yes,unknown,may,311,2,0,unknown,0
5166,37,blue-collar,married,secondary,no,2870,yes,no,unknown,jun,94,2,0,unknown,0
5167,21,student,single,secondary,no,491,no,no,cellular,aug,161,1,0,unknown,0
5168,33,technician,married,tertiary,no,15,no,no,cellular,aug,97,2,0,unknown,0
5169,58,technician,married,secondary,no,7554,no,no,telephone,feb,167,1,1,success,0
5170,43,management,divorced,tertiary,no,0,no,no,cellular,jul,134,1,0,unknown,0
5171,72,retired,married,secondary,no,0,no,no,cellular,oct,189,3,0,unknown,1
5172,35,management,single,tertiary,no,805,no,no,cellular,sep,613,1,0,unknown,0
5173,28,management,single,tertiary,no,41,yes,no,cellular,may,885,3,2,other,1
5174,52,housemaid,married,secondary,no,-12,no,yes,cellular,jul,136,5,0,unknown,0
5175,38,entrepreneur,married,secondary,no,0,yes,yes,cellular,nov,418,2,0,unknown,0
5176,50,management,divorced,tertiary,no,356,no,no,cellular,may,198,2,5,other,0
5177,42,admin.,married,secondary,no,445,yes,no,unknown,may,67,1,0,unknown,0
5178,49,management,married,tertiary,no,5795,yes,no,cellular,apr,75,1,0,unknown,0
5179,42,services,married,unknown,no,8,yes,no,unknown,may,299,1,0,unknown,0
5180,30,entrepreneur,single,secondary,no,572,yes,no,cellular,may,220,4,0,unknown,0
5181,29,admin.,single,secondary,no,124,no,no,cellular,feb,94,1,2,other,0
5182,30,student,single,tertiary,no,699,no,no,cellular,jan,396,1,0,unknown,0
5183,33,management,married,tertiary,no,0,yes,no,cellular,apr,378,1,0,unknown,1
5184,39,technician,divorced,secondary,no,130,yes,no,cellular,aug,14,18,0,unknown,0
5185,38,blue-collar,married,primary,no,2407,yes,no,unknown,may,218,1,0,unknown,0
5186,57,blue-collar,married,primary,no,318,yes,no,unknown,may,206,2,0,unknown,0
5187,28,technician,single,secondary,no,-125,yes,no,unknown,may,67,3,0,unknown,0
5188,41,blue-collar,married,secondary,no,59,yes,no,unknown,may,75,8,0,unknown,0
5189,30,self-employed,married,tertiary,no,805,yes,no,unknown,sep,20,1,2,other,0
5190,34,blue-collar,single,secondary,no,79,no,yes,cellular,nov,104,1,0,unknown,0
5191,38,technician,married,secondary,no,511,yes,no,cellular,apr,190,2,4,failure,0
5192,53,management,divorced,tertiary,no,50,yes,no,cellular,may,669,1,3,failure,1
5193,39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,may,102,1,0,unknown,0
5194,24,student,single,unknown,no,839,no,no,cellular,jun,65,1,0,unknown,0
5195,43,management,married,tertiary,no,2759,yes,yes,cellular,aug,329,2,0,unknown,0
5196,28,blue-collar,single,secondary,no,1011,yes,no,cellular,apr,204,3,0,unknown,0
5197,33,technician,single,secondary,no,296,yes,no,unknown,may,226,1,0,unknown,0
5198,38,admin.,married,secondary,no,326,yes,no,cellular,apr,69,2,0,unknown,0
5199,58,services,married,secondary,no,0,yes,no,unknown,may,183,5,0,unknown,0
5200,58,housemaid,married,primary,no,1310,yes,yes,cellular,jul,1226,2,0,unknown,0
5201,37,unemployed,married,secondary,no,459,no,no,cellular,nov,109,4,0,unknown,0
5202,28,admin.,single,secondary,no,-7,no,yes,unknown,jun,3183,2,0,unknown,1
5203,37,blue-collar,married,secondary,no,453,yes,yes,unknown,may,98,1,0,unknown,0
5204,39,services,married,secondary,no,53,no,no,unknown,mar,257,1,1,failure,1
5205,54,unemployed,married,secondary,no,1561,no,no,cellular,may,352,3,2,failure,1
5206,30,technician,married,secondary,no,239,yes,no,cellular,apr,58,3,10,failure,0
5207,60,management,married,tertiary,no,371,no,yes,cellular,aug,102,8,0,unknown,0
5208,39,management,divorced,tertiary,no,373,no,no,cellular,aug,148,4,0,unknown,0
5209,58,management,married,tertiary,no,4152,yes,no,cellular,may,76,7,6,success,0
5210,57,housemaid,married,primary,no,1183,no,no,cellular,aug,111,4,0,unknown,0
5211,53,blue-collar,married,secondary,no,-135,yes,no,unknown,may,193,2,0,unknown,0
5212,53,services,divorced,tertiary,no,329,no,no,cellular,jan,189,1,0,unknown,0
5213,42,admin.,divorced,secondary,no,814,yes,no,cellular,feb,326,5,0,unknown,0
5214,36,management,single,tertiary,no,223,yes,no,cellular,apr,281,3,0,unknown,0
5215,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,may,136,1,0,unknown,0
5216,58,self-employed,married,tertiary,no,327,no,yes,cellular,jul,145,2,0,unknown,0
5217,47,entrepreneur,married,secondary,no,0,no,no,unknown,jun,563,2,0,unknown,0
5218,36,blue-collar,single,secondary,no,661,yes,no,cellular,may,14,8,0,unknown,0
5219,33,blue-collar,married,primary,no,245,yes,yes,cellular,may,253,3,0,unknown,0
5220,49,management,married,tertiary,no,0,no,no,cellular,nov,209,3,0,unknown,0
5221,31,blue-collar,married,primary,no,605,yes,no,unknown,may,334,10,0,unknown,0
5222,20,student,single,primary,no,6991,no,no,cellular,aug,178,2,0,unknown,1
5223,47,management,single,tertiary,no,372,no,no,cellular,jun,257,1,0,unknown,1
5224,51,retired,married,secondary,no,1435,no,no,unknown,jun,587,1,0,unknown,1
5225,31,management,married,tertiary,no,4720,yes,no,cellular,aug,460,2,0,unknown,0
5226,74,management,married,tertiary,no,4515,no,no,telephone,apr,1161,5,0,unknown,0
5227,32,management,married,tertiary,no,134,no,yes,cellular,aug,162,2,0,unknown,0
5228,39,technician,divorced,secondary,no,385,no,no,cellular,may,644,1,0,unknown,0
5229,38,housemaid,divorced,primary,no,0,yes,yes,cellular,may,79,2,7,failure,0
5230,40,technician,married,secondary,no,-312,yes,no,unknown,may,198,1,0,unknown,0
5231,60,management,married,tertiary,no,340,no,yes,cellular,jul,361,2,0,unknown,0
5232,36,admin.,married,secondary,no,131,yes,no,cellular,feb,83,1,0,unknown,0
5233,58,retired,married,tertiary,no,2084,yes,no,unknown,jun,75,5,0,unknown,0
5234,32,blue-collar,married,primary,no,233,yes,no,cellular,may,391,2,0,unknown,0
5235,55,retired,married,secondary,no,2193,yes,yes,unknown,may,72,3,0,unknown,0
5236,45,housemaid,married,secondary,no,870,no,yes,unknown,jun,258,2,0,unknown,0
5237,41,self-employed,single,tertiary,no,1755,no,no,unknown,jun,152,10,0,unknown,0
5238,72,retired,married,secondary,no,6253,no,no,telephone,sep,456,1,0,unknown,0
5239,53,technician,divorced,secondary,no,4856,yes,no,cellular,nov,151,1,0,unknown,0
5240,31,blue-collar,single,primary,no,-495,yes,no,unknown,may,334,2,0,unknown,0
5241,38,technician,single,tertiary,no,187,no,no,cellular,aug,87,7,0,unknown,0
5242,55,technician,married,secondary,no,2313,yes,no,unknown,may,551,2,0,unknown,0
5243,38,management,divorced,tertiary,no,-980,yes,no,unknown,may,91,1,0,unknown,0
5244,56,unemployed,married,secondary,no,2552,yes,no,unknown,may,176,2,0,unknown,0
5245,61,retired,married,primary,no,-156,yes,yes,unknown,jun,283,5,0,unknown,0
5246,48,admin.,married,secondary,no,257,yes,no,telephone,may,186,4,11,failure,0
5247,32,technician,single,tertiary,no,2340,no,no,cellular,feb,89,2,0,unknown,1
5248,32,technician,single,tertiary,no,705,yes,no,cellular,apr,20,4,0,unknown,0
5249,44,self-employed,married,tertiary,no,233,yes,yes,cellular,jul,161,7,0,unknown,0
5250,32,services,single,secondary,no,0,yes,no,cellular,jul,99,13,0,unknown,0
5251,30,admin.,single,secondary,no,613,yes,no,cellular,apr,180,2,1,failure,0
5252,31,services,single,unknown,yes,-10,no,no,cellular,jan,134,2,0,unknown,0
5253,50,admin.,married,secondary,no,3608,yes,no,cellular,nov,176,2,2,success,1
5254,37,services,single,secondary,no,3,no,no,unknown,jun,527,1,0,unknown,0
5255,33,services,married,secondary,no,766,yes,no,cellular,jul,22,3,0,unknown,0
5256,28,technician,single,secondary,no,3,yes,no,cellular,may,190,2,0,unknown,0
5257,45,management,married,tertiary,no,1788,no,no,cellular,jun,177,2,2,failure,0
5258,33,services,married,secondary,no,162,yes,no,cellular,may,135,1,2,failure,0
5259,27,management,single,tertiary,no,438,yes,no,cellular,may,10,5,0,unknown,0
5260,42,management,married,tertiary,no,36,no,no,cellular,aug,366,2,0,unknown,0
5261,57,services,married,secondary,no,315,no,no,cellular,nov,127,4,0,unknown,0
5262,54,blue-collar,married,primary,no,551,yes,no,cellular,jul,431,2,0,unknown,0
5263,32,blue-collar,married,secondary,no,1148,yes,no,cellular,apr,121,1,0,unknown,0
5264,54,technician,married,secondary,no,465,yes,yes,cellular,nov,92,1,0,unknown,0
5265,58,management,married,tertiary,no,-565,yes,yes,cellular,nov,191,2,0,unknown,0
5266,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,jul,630,6,0,unknown,1
5267,52,housemaid,married,primary,no,0,no,yes,cellular,jul,266,1,0,unknown,0
5268,34,management,single,tertiary,no,5945,yes,no,cellular,may,285,1,1,failure,0
5269,44,management,married,tertiary,no,-600,yes,no,cellular,aug,360,1,0,unknown,0
5270,31,services,married,secondary,no,-214,yes,no,unknown,may,198,1,0,unknown,0
5271,37,admin.,married,secondary,no,0,yes,no,telephone,jul,280,6,0,unknown,0
5272,42,management,divorced,unknown,no,7702,no,no,cellular,feb,138,2,0,unknown,1
5273,45,blue-collar,married,secondary,no,105,yes,yes,unknown,may,119,1,0,unknown,0
5274,30,services,married,secondary,no,1222,yes,no,cellular,may,444,1,0,unknown,0
5275,27,services,married,secondary,no,94,yes,no,unknown,may,352,2,0,unknown,0
5276,48,blue-collar,married,primary,no,2227,no,no,cellular,aug,98,12,0,unknown,0
5277,49,entrepreneur,single,secondary,no,5802,no,no,cellular,apr,618,2,0,unknown,1
5278,42,admin.,single,secondary,no,1451,yes,no,cellular,may,251,4,0,unknown,1
5279,35,management,single,tertiary,no,4,yes,no,unknown,may,449,1,0,unknown,0
5280,59,technician,married,secondary,no,358,no,no,unknown,jul,183,2,0,unknown,0
5281,42,blue-collar,divorced,primary,no,299,yes,no,unknown,may,253,2,0,unknown,0
5282,24,student,single,secondary,no,125,no,no,cellular,aug,477,1,0,unknown,0
5283,36,blue-collar,single,primary,no,851,yes,no,unknown,may,168,1,0,unknown,0
5284,44,management,married,secondary,no,3286,yes,no,cellular,jul,569,1,0,unknown,0
5285,28,management,single,tertiary,no,390,no,no,cellular,sep,845,1,4,success,1
5286,37,technician,married,secondary,no,-421,yes,no,unknown,may,183,5,0,unknown,0
5287,36,blue-collar,married,secondary,no,0,yes,no,cellular,apr,87,2,4,failure,0
5288,35,admin.,married,secondary,no,159,yes,no,cellular,apr,259,2,1,failure,0
5289,48,management,single,unknown,no,1009,yes,no,cellular,feb,138,5,1,other,0
5290,30,management,single,tertiary,no,835,yes,no,cellular,aug,81,1,0,unknown,0
5291,40,retired,married,primary,no,407,yes,no,cellular,feb,200,1,1,failure,0
5292,46,entrepreneur,married,secondary,no,0,no,yes,cellular,jul,115,1,0,unknown,0
5293,42,blue-collar,married,secondary,no,671,yes,no,unknown,jun,10,29,0,unknown,0
5294,27,blue-collar,single,primary,no,1659,no,yes,cellular,jul,447,3,0,unknown,0
5295,37,self-employed,married,tertiary,no,2084,yes,no,unknown,may,137,2,0,unknown,0
5296,52,services,married,primary,no,171,yes,yes,cellular,jul,223,1,0,unknown,0
5297,32,admin.,married,tertiary,no,176,yes,no,cellular,jul,50,1,0,unknown,0
5298,31,admin.,married,secondary,no,377,no,no,cellular,jul,384,4,0,unknown,0
5299,35,management,divorced,tertiary,no,3751,yes,no,cellular,apr,75,2,0,unknown,0
5300,35,blue-collar,single,primary,no,-759,yes,no,cellular,jul,142,2,0,unknown,0
5301,39,admin.,married,secondary,no,2598,no,no,cellular,nov,123,1,0,unknown,0
5302,33,entrepreneur,married,secondary,no,1847,yes,no,unknown,may,129,6,0,unknown,0
5303,49,blue-collar,married,secondary,no,406,yes,yes,cellular,aug,253,2,0,unknown,0
5304,29,blue-collar,married,primary,no,200,yes,no,unknown,may,322,2,0,unknown,0
5305,36,services,married,secondary,no,1328,yes,no,unknown,jun,82,4,0,unknown,0
5306,44,blue-collar,single,primary,no,36,yes,no,cellular,may,551,1,2,failure,1
5307,33,blue-collar,married,secondary,no,661,yes,no,cellular,jul,968,1,0,unknown,1
5308,69,technician,married,tertiary,no,482,no,no,cellular,nov,101,1,0,unknown,0
5309,36,management,divorced,tertiary,no,0,no,no,cellular,aug,81,4,0,unknown,0
5310,49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,nov,291,1,0,unknown,0
5311,51,admin.,married,unknown,no,3558,yes,no,unknown,jun,80,3,0,unknown,0
5312,31,technician,married,secondary,no,298,no,no,cellular,aug,436,5,0,unknown,0
5313,31,technician,single,secondary,no,691,yes,no,cellular,may,198,1,0,unknown,0
5314,32,management,single,tertiary,no,935,no,no,cellular,nov,165,1,7,success,1
5315,31,technician,married,secondary,no,0,no,no,cellular,jul,229,3,0,unknown,0
5316,36,services,married,secondary,no,1746,yes,no,unknown,may,99,1,0,unknown,0
5317,30,management,single,tertiary,no,365,yes,no,cellular,may,76,3,0,unknown,0
5318,32,technician,married,tertiary,no,43,no,no,cellular,aug,154,5,0,unknown,0
5319,37,blue-collar,married,primary,no,310,yes,no,unknown,may,474,1,0,unknown,0
5320,31,unemployed,married,tertiary,no,330,no,no,cellular,jul,309,1,3,success,1
5321,49,blue-collar,married,primary,no,364,no,no,cellular,aug,134,1,0,unknown,0
5322,46,self-employed,married,secondary,no,156,no,no,cellular,apr,268,1,0,unknown,0
5323,56,admin.,married,unknown,no,1784,no,no,cellular,aug,71,2,0,unknown,0
5324,43,blue-collar,married,secondary,no,704,yes,no,telephone,may,28,2,1,failure,0
5325,33,management,single,tertiary,no,8514,no,no,cellular,oct,165,1,1,failure,0
5326,38,blue-collar,married,primary,no,246,no,no,unknown,jun,91,2,0,unknown,0
5327,44,technician,divorced,secondary,no,268,no,no,unknown,jun,108,6,0,unknown,0
5328,31,blue-collar,single,primary,no,342,yes,no,cellular,may,284,2,0,unknown,0
5329,36,self-employed,single,secondary,no,20451,no,no,cellular,nov,69,3,0,unknown,0
5330,32,technician,married,secondary,no,186,no,no,unknown,may,418,2,0,unknown,0
5331,48,admin.,married,secondary,no,1099,no,yes,unknown,jun,340,1,0,unknown,0
5332,35,blue-collar,married,secondary,no,1615,yes,no,cellular,may,1051,2,0,unknown,0
5333,41,technician,married,secondary,no,442,yes,yes,cellular,apr,261,3,1,other,0
5334,45,self-employed,married,secondary,no,830,no,no,cellular,jul,468,2,0,unknown,0
5335,58,management,married,tertiary,no,591,yes,no,cellular,jul,233,3,0,unknown,0
5336,33,housemaid,married,primary,no,0,no,no,cellular,aug,138,2,0,unknown,0
5337,31,services,married,secondary,no,1422,no,no,cellular,apr,97,1,0,unknown,0
5338,54,blue-collar,married,primary,no,2110,yes,no,cellular,aug,120,8,0,unknown,0
5339,40,admin.,married,secondary,no,732,no,no,cellular,sep,71,1,4,success,0
